,Unnamed: 0.1,Unnamed: 0,Name,Language,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
235,235,235,Condylocarpon intermedium,['es'],Condylocarpon intermedium,Condylocarpon intermedium,78117-1,78117-1,Species
236,236,236,Conomitra linearis,"['es', 'en']",Conomitra linearis,Conomitra linearis,95893-1,95893-1,Species
237,237,237,Cordylogyne globosa,['en'],Cordylogyne globosa,Cordylogyne globosa,95895-1,95895-1,Species
238,238,238,Couma guianensis,"['es', 'fr', 'pt']",Couma guianensis,Couma guianensis,78168-1,78168-1,Species
239,239,239,Couma macrocarpa,"['es', 'en', 'pt']",Couma macrocarpa,Couma macrocarpa,67217-2,67217-2,Species
240,240,240,Couma rigida,['pt'],Couma rigida,Couma rigida,78175-1,78175-1,Species
241,241,241,Couma utilis,"['es', 'en', 'pt']",Couma utilis,Couma utilis,78177-1,78177-1,Species
242,242,242,Craspidospermum verticillatum,"['es', 'en']",Craspidospermum verticillatum,Craspidospermum verticillatum,78180-1,78180-1,Species
243,243,243,Crioceras dipladeniiflorus,['en'],Crioceras dipladeniiflorus,Crioceras dipladeniiflorus,78181-1,78181-1,Species
244,244,244,Cryptolepis buchananii,['en'],Cryptolepis buchananii,Cryptolepis buchananii,95915-1,95915-1,Species
245,245,245,Cryptolepis cryptolepioides,['en'],Cryptolepis cryptolepioides,Cryptolepis cryptolepioides,95918-1,95918-1,Species
246,246,246,Cryptolepis oblongifolia,['en'],Cryptolepis oblongifolia,Cryptolepis oblongifolia,95943-1,95943-1,Species
247,247,247,Cryptolepis sanguinolenta,"['es', 'en']",Cryptolepis sanguinolenta,Cryptolepis sanguinolenta,95951-1,95951-1,Species
248,248,248,Cryptolepis sinensis,['en'],Cryptolepis sinensis,Cryptolepis sinensis,95952-1,95952-1,Species
249,249,249,Cryptostegia grandiflora,"['en', 'fr']",Cryptostegia grandiflora,Cryptostegia grandiflora,95962-1,95962-1,Species
250,250,250,Cryptostegia madagascariensis,['en'],Cryptostegia madagascariensis,Cryptostegia madagascariensis,95963-1,95963-1,Species
251,251,251,Cycladenia humilis,"['es', 'en']",Cycladenia humilis,Cycladenia humilis,78190-1,78190-1,Species
252,252,252,Cycladenia humilis var. humilis,['es'],Cycladenia humilis var. humilis,Cycladenia humilis,78190-1,77168054-1,Variety
253,253,253,Cyclocotyla congolensis,"['es', 'en']",Cyclocotyla congolensis,Cyclocotyla congolensis,78194-1,78194-1,Species
254,254,254,Cylindropsis parvifolia,"['es', 'en']",Cylindropsis parvifolia,Cylindropsis parvifolia,78198-1,78198-1,Species
255,255,255,Cynanchum acidum,['en'],Cynanchum acidum,Cynanchum acidum,95981-1,95981-1,Species
256,256,256,Cynanchum acutum,"['es', 'en', 'fr', 'pt']",Cynanchum acutum,Cynanchum acutum,95989-1,95989-1,Species
257,257,257,Cynanchum acutum subsp. acutum,['pt'],Cynanchum acutum subsp. acutum,Cynanchum acutum,95989-1,77173283-1,Subspecies
258,258,258,Cynanchum daltonii,['en'],Cynanchum daltonii,Cynanchum daltonii,77120421-1,77120421-1,Species
259,259,259,Cynanchum elegans,['en'],Cynanchum elegans,Cynanchum elegans,96173-1,96173-1,Species
260,260,260,Cynanchum ellipticum,['en'],Cynanchum ellipticum,Cynanchum ellipticum,96174-1,96174-1,Species
261,261,261,Cynanchum gracillimum,['en'],Cynanchum gracillimum,Cynanchum gracillimum,96231-1,96231-1,Species
262,262,262,Cynanchum guehoi,['en'],Cynanchum guehoi,Cynanchum guehoi,77071716-1,77071716-1,Species
263,263,263,Cynanchum hooperianum,['en'],Cynanchum hooperianum,Cynanchum hooperianum,77158557-1,77158557-1,Species
264,264,264,Cynanchum macrolobum,['en'],Cynanchum macrolobum,Cynanchum macrolobum,96363-1,96363-1,Species
265,265,265,Cynanchum pulchellum,['en'],Cynanchum pulchellum,Cynanchum pulchellum,77158562-1,77158562-1,Species
266,266,266,Cynanchum staubii,"['en', 'pt']",Cynanchum staubii,Cynanchum staubii,77071715-1,77071715-1,Species
267,267,267,Cynanchum viminale,"['en', 'it']",Cynanchum viminale,Cynanchum viminale,77120427-1,77120427-1,Species
268,268,268,Decalepis arayalpathra,['en'],Decalepis arayalpathra,Decalepis arayalpathra,998076-1,998076-1,Species
269,269,269,Decalepis hamiltonii,"['es', 'en']",Decalepis hamiltonii,Decalepis hamiltonii,96807-1,96807-1,Species
270,270,270,Decalepis salicifolia,['en'],Decalepis salicifolia,Decalepis salicifolia,20003287-1,20003287-1,Species
271,271,271,Dewevrella cochliostema,"['es', 'en']",Dewevrella cochliostema,Dewevrella cochliostema,78217-1,78217-1,Species
272,272,272,Dictyophleba setosa,['fr'],Dictyophleba setosa,Dictyophleba setosa,937434-1,937434-1,Species
273,273,273,Diplorhynchus condylocarpon,"['es', 'en']",Diplorhynchus condylocarpon,Diplorhynchus condylocarpon,78310-1,78310-1,Species
274,274,274,Dischidanthus urceolatus,['en'],Dischidanthus urceolatus,Dischidanthus urceolatus,78319-1,78319-1,Species
275,275,275,Dischidia major,['en'],Dischidia major,Dischidia major,96981-1,96981-1,Species
276,276,276,Dischidia nummularia,['en'],Dischidia nummularia,Dischidia nummularia,96997-1,96997-1,Species
277,277,277,Dischidia oiantha,['en'],Dischidia oiantha,Dischidia oiantha,97001-1,97001-1,Species
278,278,278,Dischidia ovata,['en'],Dischidia ovata,Dischidia ovata,97003-1,97003-1,Species
279,279,279,Dischidia ruscifolia,['en'],Dischidia ruscifolia,Dischidia ruscifolia,97038-1,97038-1,Species
280,280,280,Dischidia tonkinensis,['en'],Dischidia tonkinensis,Dischidia tonkinensis,97064-1,97064-1,Species
281,281,281,Dischidia vidalii,['en'],Dischidia vidalii,Dischidia vidalii,60474364-2,60474364-2,Species
282,282,282,Dolichopetalum kwangsiense,"['es', 'en']",Dolichopetalum kwangsiense,Dolichopetalum kwangsiense,97222-1,97222-1,Species
283,283,283,Dregea sinensis,"['en', 'fr']",Dregea sinensis,Dregea sinensis,97241-1,97241-1,Species
284,284,284,Duvalia caespitosa,['en'],Duvalia caespitosa,Duvalia caespitosa,97250-1,97250-1,Species
285,285,285,Duvalia elegans,['en'],Duvalia elegans,Duvalia elegans,97257-1,97257-1,Species
286,286,286,Duvalia vestita,['en'],Duvalia vestita,Duvalia vestita,936095-1,936095-1,Species
287,287,287,Duvaliandra dioscoridis,"['es', 'en']",Duvaliandra dioscoridis,Duvaliandra dioscoridis,97283-1,97283-1,Species
288,288,288,Dyera costulata,"['es', 'en', 'fr']",Dyera costulata,Dyera costulata,78323-1,78323-1,Species
289,289,289,Dyera polyphylla,['en'],Dyera polyphylla,Dyera polyphylla,78326-1,78326-1,Species
290,290,290,Echites panduratus,['es'],Echites panduratus,Echites panduratus,88698-2,88698-2,Species
291,291,291,Echites umbellatus,['en'],Echites umbellatus,Echites umbellatus,78821-1,78821-1,Species
292,292,292,Echites woodsonianus,['es'],Echites woodsonianus,Echites woodsonianus,88765-2,88765-2,Species
293,293,293,Echites yucatanensis,['es'],Echites yucatanensis,Echites yucatanensis,88766-2,88766-2,Species
294,294,294,Ecua moluccensis,"['es', 'en']",Ecua moluccensis,Ecua moluccensis,989506-1,989506-1,Species
295,295,295,Edithcolea grandis,"['es', 'en']",Edithcolea grandis,Edithcolea grandis,97342-1,97342-1,Species
296,296,296,Elytropus chilensis,"['es', 'en']",Elytropus chilensis,Elytropus chilensis,78855-1,78855-1,Species
297,297,297,Emicocarpus fissifolius,"['es', 'en']",Emicocarpus fissifolius,Emicocarpus fissifolius,97346-1,97346-1,Species
298,298,298,Epigynum auritum,['en'],Epigynum auritum,Epigynum auritum,78866-1,78866-1,Species
299,299,299,Epistemma decurrens,['fr'],Epistemma decurrens,Epistemma decurrens,939680-1,939680-1,Species
300,300,300,Epistemma rupestre,['fr'],Epistemma rupestre,Epistemma rupestre,939679-1,939679-1,Species
301,301,301,Eucorymbia alba,"['es', 'en']",Eucorymbia alba,Eucorymbia alba,78988-1,78988-1,Species
302,302,302,Fanninia caloglossa,"['es', 'en']",Fanninia caloglossa,Fanninia caloglossa,97388-1,97388-1,Species
303,303,303,Farquharia elliptica,"['es', 'en']",Farquharia elliptica,Farquharia elliptica,79009-1,79009-1,Species
304,304,304,Fockea edulis,"['es', 'en', 'pt']",Fockea edulis,Fockea edulis,97438-1,97438-1,Species
305,305,305,Fockea multiflora,['en'],Fockea multiflora,Fockea multiflora,97445-1,97445-1,Species
306,306,306,Forsteronia myriantha,['es'],Forsteronia myriantha,Forsteronia myriantha,105373-2,105373-2,Species
307,307,307,Forsteronia pycnothyrsus,['en'],Forsteronia pycnothyrsus,Forsteronia pycnothyrsus,105383-2,105383-2,Species
308,308,308,Forsteronia spicata,['es'],Forsteronia spicata,Forsteronia spicata,79089-1,79089-1,Species
309,309,309,Forsteronia umbellata,['fr'],Forsteronia umbellata,Forsteronia umbellata,105392-2,105392-2,Species
310,310,310,Funastrum clausum,"['es', 'en']",Funastrum clausum,Funastrum clausum,106366-2,106366-2,Species
311,311,311,Funastrum cynanchoides,"['en', 'fr']",Funastrum cynanchoides,Funastrum cynanchoides,106371-2,106371-2,Species
312,312,312,Funastrum glaucum,['es'],Funastrum glaucum,Funastrum glaucum,106382-2,106382-2,Species
313,313,313,Funastrum hirtellum,['en'],Funastrum hirtellum,Funastrum hirtellum,106387-2,106387-2,Species
314,314,314,Funtumia africana,"['en', 'fr']",Funtumia africana,Funtumia africana,79098-1,79098-1,Species
315,315,315,Funtumia elastica,"['en', 'fr']",Funtumia elastica,Funtumia elastica,79099-1,79099-1,Species
316,316,316,Geissospermum laeve,['pt'],Geissospermum laeve,Geissospermum laeve,79123-1,79123-1,Species
317,317,317,Geissospermum sericeum,['pt'],Geissospermum sericeum,Geissospermum sericeum,1006780-1,1006780-1,Species
318,318,318,Gomphocarpus fruticosus,"['es', 'en', 'fr', 'it', 'pt']",Gomphocarpus fruticosus,Gomphocarpus fruticosus,97610-1,97610-1,Species
319,319,319,Gomphocarpus physocarpus,"['es', 'en', 'fr', 'pt']",Gomphocarpus physocarpus,Gomphocarpus physocarpus,97670-1,97670-1,Species
320,320,320,Gomphocarpus purpurascens,['en'],Gomphocarpus purpurascens,Gomphocarpus purpurascens,97673-1,97673-1,Species
321,321,321,Gomphocarpus tomentosus,['es'],Gomphocarpus tomentosus,Gomphocarpus tomentosus,97711-1,97711-1,Species
322,322,322,Goniostemma punctatum,['en'],Goniostemma punctatum,Goniostemma punctatum,97764-1,97764-1,Species
323,323,323,Gonolobus arizonicus,['en'],Gonolobus arizonicus,Gonolobus arizonicus,112313-2,112313-2,Species
324,324,324,Gonolobus barbatus,['en'],Gonolobus barbatus,Gonolobus barbatus,112321-2,112321-2,Species
325,325,325,Gonolobus campii,['en'],Gonolobus campii,Gonolobus campii,940561-1,940561-1,Species
326,326,326,Gonolobus saraguranus,['en'],Gonolobus saraguranus,Gonolobus saraguranus,301201-2,301201-2,Species
327,327,327,Gonolobus suberosus,['en'],Gonolobus suberosus,Gonolobus suberosus,112457-2,112457-2,Species
328,328,328,Gunnessia pepo,"['es', 'en']",Gunnessia pepo,Gunnessia pepo,940120-1,940120-1,Species
329,329,329,Gymnanthera oblonga,['en'],Gymnanthera oblonga,Gymnanthera oblonga,963848-1,963848-1,Species
330,330,330,Gymnema elegans,['en'],Gymnema elegans,Gymnema elegans,98160-1,98160-1,Species
331,331,331,Gymnema sylvestre,"['es', 'en', 'fr', 'it']",Gymnema sylvestre,Gymnema sylvestre,60454719-2,60454719-2,Species
332,332,332,Gyrostelma oxypetaloides,['en'],Gyrostelma oxypetaloides,Gyrostelma oxypetaloides,277877-2,277877-2,Species
333,333,333,Hancornia speciosa,"['es', 'en', 'pt']",Hancornia speciosa,Hancornia speciosa,328991-2,328991-2,Species
334,334,334,Haplophyton crooksii,"['es', 'en']",Haplophyton crooksii,Haplophyton crooksii,117868-2,117868-2,Species
335,335,335,Hemidesmus indicus,"['es', 'en', 'pt']",Hemidesmus indicus,Hemidesmus indicus,60443873-2,60443873-2,Species
336,336,336,Hemipogon abietoides,['pt'],Hemipogon abietoides,Hemipogon abietoides,278106-2,278106-2,Species
337,337,337,Heynella lactea,"['es', 'en']",Heynella lactea,Heynella lactea,98312-1,98312-1,Species
338,338,338,Himatanthus bracteatus,['en'],Himatanthus bracteatus,Himatanthus bracteatus,122690-2,122690-2,Species
339,339,339,Himatanthus obovatus,['en'],Himatanthus obovatus,Himatanthus obovatus,122692-2,122692-2,Species
340,340,340,Himatanthus revolutus,['en'],Himatanthus revolutus,Himatanthus revolutus,77136056-1,77136056-1,Species
341,341,341,Holarrhena floribunda,"['en', 'fr']",Holarrhena floribunda,Holarrhena floribunda,79302-1,79302-1,Species
342,342,342,Holarrhena mitis,['en'],Holarrhena mitis,Holarrhena mitis,79311-1,79311-1,Species
343,343,343,Holarrhena pubescens,"['en', 'fr']",Holarrhena pubescens,Holarrhena pubescens,79318-1,79318-1,Species
344,344,344,Hoodia alstonii,['en'],Hoodia alstonii,Hoodia alstonii,964729-1,964729-1,Species
345,345,345,Hoodia currorii,['en'],Hoodia currorii,Hoodia currorii,98337-1,98337-1,Species
346,346,346,Hoodia flava,['en'],Hoodia flava,Hoodia flava,964732-1,964732-1,Species
347,347,347,Hoodia gordonii,"['es', 'en', 'fr', 'it']",Hoodia gordonii,Hoodia gordonii,98342-1,98342-1,Species
348,348,348,Hoodia juttae,['en'],Hoodia juttae,Hoodia juttae,98344-1,98344-1,Species
349,349,349,Hoodia officinalis,['en'],Hoodia officinalis,Hoodia officinalis,964735-1,964735-1,Species
350,350,350,Hoodia ruschii,['en'],Hoodia ruschii,Hoodia ruschii,98352-1,98352-1,Species
351,351,351,Hoodia triebneri,['en'],Hoodia triebneri,Hoodia triebneri,972990-1,972990-1,Species
352,352,352,Hoya aldrichii,"['en', 'fr']",Hoya aldrichii,Hoya aldrichii,98368-1,98368-1,Species
353,353,353,Hoya archboldiana,['en'],Hoya archboldiana,Hoya archboldiana,98378-1,98378-1,Species
354,354,354,Hoya aurigueana,['en'],Hoya aurigueana,Hoya aurigueana,77126401-1,77126401-1,Species
355,355,355,Hoya australis,"['es', 'en']",Hoya australis,Hoya australis,98382-1,98382-1,Species
356,356,356,Hoya bella,['en'],Hoya bella,Hoya bella,98387-1,98387-1,Species
357,357,357,Hoya benstoneana,['en'],Hoya benstoneana,Hoya benstoneana,77126402-1,77126402-1,Species
358,358,358,Hoya bicolensis,['en'],Hoya bicolensis,Hoya bicolensis,77126403-1,77126403-1,Species
359,359,359,Hoya bilobata,['en'],Hoya bilobata,Hoya bilobata,98393-1,98393-1,Species
360,360,360,Hoya carnosa,"['es', 'en', 'fr', 'it', 'pt']",Hoya carnosa,Hoya carnosa,107308-3,107308-3,Species
361,361,361,Hoya cinnamomifolia,"['es', 'en']",Hoya cinnamomifolia,Hoya cinnamomifolia,98417-1,98417-1,Species
362,362,362,Hoya coronaria,['en'],Hoya coronaria,Hoya coronaria,98429-1,98429-1,Species
363,363,363,Hoya curtisii,['en'],Hoya curtisii,Hoya curtisii,98437-1,98437-1,Species
364,364,364,Hoya cutis-porcelana,['en'],Hoya cutis-porcelana,Hoya cutis-porcelana,77130010-1,77130010-1,Species
365,365,365,Hoya gaoligongensis,['en'],Hoya gaoligongensis,Hoya gaoligongensis,77211635-1,77211635-1,Species
366,366,366,Hoya imbricata,['en'],Hoya imbricata,Hoya imbricata,98501-1,98501-1,Species
367,367,367,Hoya indaysarae,['en'],Hoya indaysarae,Hoya indaysarae,60475861-2,60475861-2,Species
368,368,368,Hoya kerrii,"['en', 'fr']",Hoya kerrii,Hoya kerrii,98512-1,98512-1,Species
369,369,369,Hoya lanceolata,['en'],Hoya lanceolata,Hoya lanceolata,98524-1,98524-1,Species
370,370,370,Hoya linearis,['en'],Hoya linearis,Hoya linearis,98540-1,98540-1,Species
371,371,371,Hoya macgillivrayi,['en'],Hoya macgillivrayi,Hoya macgillivrayi,98549-1,98549-1,Species
372,372,372,Hoya macrophylla,['en'],Hoya macrophylla,Hoya macrophylla,98551-1,98551-1,Species
373,373,373,Hoya megalaster,"['en', 'pt']",Hoya megalaster,Hoya megalaster,98559-1,98559-1,Species
374,374,374,Hoya meliflua,['en'],Hoya meliflua,Hoya meliflua,98561-1,98561-1,Species
375,375,375,Hoya multiflora,['en'],Hoya multiflora,Hoya multiflora,98577-1,98577-1,Species
376,376,376,Hoya obscura,['en'],Hoya obscura,Hoya obscura,931366-1,931366-1,Species
377,377,377,Hoya pandurata,['en'],Hoya pandurata,Hoya pandurata,98615-1,98615-1,Species
378,378,378,Hoya persicina,['en'],Hoya persicina,Hoya persicina,77127562-1,77127562-1,Species
379,379,379,Hoya polyneura,['en'],Hoya polyneura,Hoya polyneura,98639-1,98639-1,Species
380,380,380,Hoya pubicalyx,"['en', 'fr']",Hoya pubicalyx,Hoya pubicalyx,98653-1,98653-1,Species
381,381,381,Hoya retusa,['en'],Hoya retusa,Hoya retusa,98670-1,98670-1,Species
382,382,382,Hoya serpens,['en'],Hoya serpens,Hoya serpens,98692-1,98692-1,Species
383,383,383,Hoya shepherdii,['en'],Hoya shepherdii,Hoya shepherdii,98693-1,98693-1,Species
384,384,384,Hoya siamica,['en'],Hoya siamica,Hoya siamica,98694-1,98694-1,Species
385,385,385,Hoya wayetii,['en'],Hoya wayetii,Hoya wayetii,972894-1,972894-1,Species
386,386,386,Huernia aspera,['es'],Huernia aspera,Huernia aspera,98749-1,98749-1,Species
387,387,387,Huernia boleana,['es'],Huernia boleana,Huernia boleana,98752-1,98752-1,Species
388,388,388,Huernia guttata,"['es', 'en']",Huernia guttata,Huernia guttata,98768-1,98768-1,Species
389,389,389,Huernia hallii,['en'],Huernia hallii,Huernia hallii,98770-1,98770-1,Species
390,390,390,Huernia hislopii,['es'],Huernia hislopii,Huernia hislopii,98772-1,98772-1,Species
391,391,391,Huernia hystrix,['en'],Huernia hystrix,Huernia hystrix,98774-1,98774-1,Species
392,392,392,Huernia macrocarpa,"['es', 'en']",Huernia macrocarpa,Huernia macrocarpa,98787-1,98787-1,Species
393,393,393,Huernia occulta,['fr'],Huernia occulta,Huernia occulta,98795-1,98795-1,Species
394,394,394,Huernia piersii,['es'],Huernia piersii,Huernia piersii,98801-1,98801-1,Species
395,395,395,Huernia pillansii,"['es', 'en']",Huernia pillansii,Huernia pillansii,98802-1,98802-1,Species
396,396,396,Huernia plowesii,"['es', 'en']",Huernia plowesii,Huernia plowesii,936516-1,936516-1,Species
397,397,397,Huernia quinta,['es'],Huernia quinta,Huernia quinta,98806-1,98806-1,Species
398,398,398,Huernia thuretii,"['es', 'en']",Huernia thuretii,Huernia thuretii,98820-1,98820-1,Species
399,399,399,Huernia zebrina,"['es', 'en']",Huernia zebrina,Huernia zebrina,98833-1,98833-1,Species
400,400,400,Hunteria camerunensis,['fr'],Hunteria camerunensis,Hunteria camerunensis,79341-1,79341-1,Species
401,401,401,Hunteria congolana,['en'],Hunteria congolana,Hunteria congolana,79342-1,79342-1,Species
402,402,402,Hunteria ghanensis,"['en', 'fr']",Hunteria ghanensis,Hunteria ghanensis,79356-1,79356-1,Species
403,403,403,Hunteria umbellata,['en'],Hunteria umbellata,Hunteria umbellata,79368-1,79368-1,Species
404,404,404,Hunteria zeylanica,['en'],Hunteria zeylanica,Hunteria zeylanica,79369-1,79369-1,Species
405,405,405,Hypolobus infractus,"['es', 'en']",Hypolobus infractus,Hypolobus infractus,98846-1,98846-1,Species
406,406,406,Ichnocarpus frutescens,"['es', 'en']",Ichnocarpus frutescens,Ichnocarpus frutescens,79384-1,79384-1,Species
407,407,407,Ischnolepis graminifolia,['en'],Ischnolepis graminifolia,Ischnolepis graminifolia,1011617-1,1011617-1,Species
408,408,408,Ischnolepis natalensis,['en'],Ischnolepis natalensis,Ischnolepis natalensis,20003295-1,20003295-1,Species
409,409,409,Ixodonerium annamense,"['es', 'en']",Ixodonerium annamense,Ixodonerium annamense,79413-1,79413-1,Species
410,410,410,Kerbera eichleri,['en'],Kerbera eichleri,Kerbera eichleri,98890-1,98890-1,Species
411,411,411,Kibatalia arborea,['en'],Kibatalia arborea,Kibatalia arborea,79447-1,79447-1,Species
412,412,412,Kibatalia borneensis,['en'],Kibatalia borneensis,Kibatalia borneensis,79449-1,79449-1,Species
413,413,413,Kibatalia elmeri,"['en', 'fr']",Kibatalia elmeri,Kibatalia elmeri,79452-1,79452-1,Species
414,414,414,Kibatalia gitingensis,"['en', 'fr']",Kibatalia gitingensis,Kibatalia gitingensis,79454-1,79454-1,Species
415,415,415,Kibatalia longifolia,"['en', 'fr']",Kibatalia longifolia,Kibatalia longifolia,79457-1,79457-1,Species
416,416,416,Kibatalia macgregorii,['fr'],Kibatalia macgregorii,Kibatalia macgregorii,79459-1,79459-1,Species
417,417,417,Kibatalia maingayi,['en'],Kibatalia maingayi,Kibatalia maingayi,79461-1,79461-1,Species
418,418,418,Kibatalia merrilliana,"['en', 'fr']",Kibatalia merrilliana,Kibatalia merrilliana,79462-1,79462-1,Species
419,419,419,Kibatalia puberula,"['en', 'fr']",Kibatalia puberula,Kibatalia puberula,79465-1,79465-1,Species
420,420,420,Kibatalia stenopetala,"['en', 'fr']",Kibatalia stenopetala,Kibatalia stenopetala,79467-1,79467-1,Species
